Agency Name,Location Name,Address,City,Zip code,County,Congress Dist,Congressional Full Name,Rep Dist,Rep Full Name,Senate Dist,Senator Full Name,Bldg Status,Year Acquired,Year Constructed,Square Footage,Total Floors,Floors Above Grade,Floors Below Grade,Usage Description,Usage Description 2,Usage Description 3
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1893.0,1893.0,12975,1,1,0,Industrial,Industrial,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1893.0,1893.0,1700,2,2,0,Storage,Storage,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1928.0,1928.0,20870,2,2,0,Industrial,Industrial,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1900.0,1900.0,7020,1,1,0,Industrial,Industrial,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1895.0,1895.0,13500,3,3,0,Health Care,Health Care,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1893.0,1893.0,8715,1,1,0,Industrial,Industrial,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1893.0,1893.0,4800,2,2,0,Industrial,Education,Education
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1893.0,1893.0,800,2,2,0,Industrial,Industrial,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1948.0,1948.0,390,1,1,0,Industrial,Industrial,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1876.0,1876.0,7680,1,1,0,Mercantile,Mercantile,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1865.0,1865.0,225,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1928.0,1928.0,48,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1865.0,1865.0,225,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1865.0,1865.0,225,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1928.0,1928.0,48,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1949.0,1949.0,80,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1865.0,1865.0,225,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1940.0,1940.0,49,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1938.0,1938.0,52,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1938.0,1938.0,121,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1938.0,1938.0,81,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1987.0,1987.0,33000,3,3,0,Assembly,Assembly,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1987.0,1987.0,2900,1,1,0,Industrial,Industrial,Education
Department of State Police,Joliet Crime Laboratory - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1988.0,1988.0,4461,1,1,0,Storage,Storage,Not provided
Department of Human Services,Joliet Sexually Violent Persons Facility,1125 North Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,2001.0,1897.0,2975,1,1,0,Health Care,Health Care,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1985.0,1985.0,1052,2,2,0,Unusual,Unusual,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1988.0,1988.0,826,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1990.0,1990.0,138,1,1,0,Industrial,Industrial,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1990.0,1990.0,105,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1991.0,1991.0,960,1,1,0,Industrial,Industrial,Not provided
Department of Corrections,Joliet Correctional Center - Will County,1125 Collins Street,Joliet,60432,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1987.0,1987.0,19000,3,3,0,Assembly,Assembly,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1936.0,1936.0,15470,4,3,1,Assembly,Assembly,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1927.0,1927.0,18150,3,3,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,Abandon,1928.0,1928.0,628,3,3,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1928.0,1928.0,66823,5,5,0,Business,Business,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1930.0,1930.0,1331,3,3,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1930.0,1930.0,220,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1944.0,1944.0,7730,4,4,0,Business,Business,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1933.0,1933.0,8000,3,2,1,Business,Business,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1929.0,1932.0,3500,3,2,1,Business,Business,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1932.0,1932.0,3410,2,2,0,Industrial,Industrial,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1930.0,1930.0,207,2,2,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1930.0,1930.0,4687,4,3,1,Residential,Residential,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1940.0,1940.0,1100,1,1,0,Storage,Storage,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1932.0,1932.0,40000,3,2,1,Detention & Correc,Detention & Correc,Residential
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1941.0,1941.0,12000,2,2,0,Industrial,Industrial,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,Abandon,1940.0,1940.0,5658,4,3,1,Residential,Residential,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1956.0,1956.0,6254,3,2,1,Residential,Residential,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1933.0,1933.0,12000,3,2,1,Business,Business,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1929.0,1929.0,207,2,2,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,Abandon,1932.0,1932.0,8500,1,1,0,Industrial,Industrial,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1922.0,1922.0,1519,3,3,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1938.0,1938.0,39375,1,1,0,Assembly,Assembly,Business
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,Abandon,1944.0,1944.0,601,1,1,0,Industrial,Industrial,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1937.0,1937.0,35880,3,3,0,Detention & Correc,Detention & Correc,Residential
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1930.0,1930.0,67008,3,2,1,Storage,Storage,Business
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1929.0,1929.0,207,2,2,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1926.0,1926.0,6000,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,Abandon,1922.0,1922.0,362,1,1,0,Industrial,Industrial,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1940.0,1940.0,5100,4,3,1,Residential,Residential,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,Abandon,1940.0,1940.0,3260,4,3,1,Residential,Residential,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1926.0,1926.0,54600,3,2,1,Assembly,Assembly,Business
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1917.0,1917.0,28080,3,2,1,Industrial,Assembly,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1939.0,1939.0,8722,1,1,0,Storage,Storage,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1949.0,1949.0,7128,2,2,0,Storage,Storage,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1928.0,1928.0,207,2,2,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,Abandon,1927.0,1927.0,16377,1,1,0,Industrial,Industrial,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1922.0,1922.0,639,1,1,0,Industrial,Industrial,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1921.0,1921.0,23700,3,2,1,Industrial,Industrial,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1940.0,1940.0,15600,1,1,0,Mercantile,Mercantile,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1937.0,1937.0,28350,1,1,0,Industrial,Industrial,Business
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1930.0,1930.0,11016,2,2,0,Storage,Storage,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1926.0,1926.0,576,1,1,0,Storage,Storage,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1939.0,1939.0,2700,5,4,1,Residential,Residential,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1932.0,1932.0,43200,4,3,1,Residential,Assembly,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1930.0,1930.0,1485,1,1,0,Business,Business,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1943.0,1943.0,18626,1,1,0,Industrial,Industrial,Education
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,Abandon,1922.0,1922.0,1927,1,1,0,Industrial,Industrial,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1927.0,1927.0,69046,4,3,1,Industrial,Industrial,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1927.0,1927.0,135666,3,2,1,Industrial,Industrial,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1929.0,1929.0,207,2,2,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1935.0,1935.0,5591,3,2,1,Residential,Residential,Not provided
Department of Natural Resources,Statewide Program,Rt 53 & Division St,Joliet,60434,Statewide,0,,119,District Multiple,60,Multiple Multiple,Abandon,1939.0,1939.0,9559,4,3,1,Residential,Residential,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1931.0,1931.0,510,3,3,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1929.0,1929.0,207,2,2,0,Detention & Correc,Detention & Correc,Not provided
Department of State Police,Joliet Crime Laboratory - Will County,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1928.0,1928.0,207,2,2,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1922.0,1922.0,50000,6,5,1,Detention & Correc,Detention & Correc,Residential
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1940.0,1940.0,513,1,1,0,Industrial,Industrial,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1947.0,1947.0,117,1,1,0,Storage,Storage,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1937.0,1937.0,400,1,1,0,Storage,Storage,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1928.0,1928.0,207,2,2,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1945.0,1914.0,18022,4,3,1,Residential,Residential,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1920.0,1914.0,7060,3,2,1,Detention & Correc,Detention & Correc,Residential
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1930.0,1930.0,207,2,2,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1933.0,1933.0,2592,3,2,1,Health Care,Health Care,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1937.0,1937.0,43000,4,3,1,Assembly,Assembly,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1932.0,1932.0,966,1,1,0,Storage,Storage,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1969.0,1969.0,47730,3,3,0,Residential,Residential,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1947.0,1947.0,483,1,1,0,Storage,Storage,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,Abandon,1947.0,1947.0,3486,4,3,1,Residential,Residential,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1932.0,1932.0,3588,4,3,1,Unusual,Unusual,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,Abandon,1974.0,1974.0,1050,1,1,0,Detention & Correc,Education,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1930.0,1930.0,840,1,1,0,Industrial,Industrial,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1952.0,1952.0,10086,1,1,0,Industrial,Industrial,Detention &
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1950.0,1950.0,3750,1,1,0,Industrial,Industrial,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1926.0,1926.0,108,1,1,0,Storage,Storage,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,Abandon,1950.0,1950.0,90,1,1,0,Industrial,Unusual,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,Abandon,1979.0,1979.0,984,1,1,0,Storage,Storage,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1979.0,1979.0,3600,1,1,0,Business,Business,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1981.0,1981.0,100,1,1,0,Detention & Correc,Detention & Correc,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1981.0,1981.0,28855,2,2,0,Assembly,Assembly,Not provided
Department of Corrections,Stateville Correctional Center - Joliet,Rt 53 & Division St,Joliet,60434,Will,11,Bill Foster,86,"Walsh, Jr. Lawrence M.",43,Pat McGuire,In Use,1981.0,1981.0,60,1,1,0,Detention & Correc,Detention & Correc,Not provided
